Fichier ;Nombre de lignes ;Nombre total de tokens ;Moyenne de tokens par ligne ;Top 10 tokens
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/Alug n taneyt - Cahier de coloriage.pdf2.md ;101 ;1288 ;12.75 ;,n: 91; d: 47; deg: 32; i: 27; ad: 25; ur: 23; ara: 13; s: 11; ɣer: 10; D: 9
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/Ditmurtnuɛekki.md ;1103 ;11370 ;10.31 ;,"d: 604; Ssi: 547; i: 295; ad: 267; a: 262; s: 253; n: 222; ,: 186; Ɛebdelbaqi: 166; Ɛebdelwaḥed: 132"
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/036-Hadjira Oubachir.pdf.md ;1095 ;6136 ;5.60 ;,d: 383; i: 190; s: 138; n: 130; a: 121; is: 74; ur: 67; A: 65; di: 63; Ɛzuzu: 58
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/BabaCarlu.pdf.md ;698 ;7237 ;10.37 ;,d: 374; n: 189; i: 160; ad: 148; Carlu: 104; Baba: 101; s: 95; ur: 86; ɣer: 79; as: 78
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/031-Meziane Ou Mouh.pdf.md ;117 ;1351 ;11.55 ;,d: 99; n: 37; i: 36; s: 31; ɣer: 20; nni: 19; is: 18; ad: 16; deg: 14; Mi: 13
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/Tazrawt takennit n tmacahut_partie_nettoye.md ;1341 ;19236 ;14.34 ;,n: 1047; d: 981; ad: 546; i: 376; as: 331; deg: 281; s: 254; id: 213; ɣer: 176; ara: 174
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/Tikli.pdf.md ;1376 ;16518 ;12.00 ;,d: 1247; ad: 504; i: 442; n: 361; s: 292; «: 241; deg: 206; ara: 205; di: 186; ɣer: 176
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/040-Nadia Benmouhoub.pdf.md ;594 ;4252 ;7.16 ;,d: 277; ad: 137; s: 114; i: 106; ur: 93; n: 82; is: 54; ara: 50; tt: 49; ɣer: 35
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/Nnigwurfan.pdf.md ;274 ;1467 ;5.35 ;,d: 92; i: 66; n: 29; ur: 25; deg: 21; ad: 21; s: 19; id: 17; t: 16; tt: 13
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/038-Said Iamrache.pdf.md ;774 ;5060 ;6.54 ;,d: 360; n: 208; i: 179; s: 92; ad: 60; ɣef: 51; ur: 51; deg: 46; is: 46; ɣer: 42
Corpus_01_MohammedBelkacem/KabyleTexte/Autre/apres_filtering_etape_5/donne/037-Djamal Benaouf.pdf.md ;1243 ;11447 ;9.21 ;,"d: 607; Ssi: 554; i: 297; ad: 270; a: 263; s: 258; n: 225; ,: 212; Ɛebdelbaqi: 202; Ɛebdelwaḥed: 151"
