Fichier ;Nombre de lignes ;Nombre total de tokens ;Moyenne de tokens par ligne ;Top 10 tokens,Fichier
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Ccix Aεmeṛ.md ;10 ;87 ;8.70 ;,i: 5; d: 4; Ulac: 3; neɣ: 3; mebla: 2; di: 2; ad: 2; Ur: 2; lehwa: 1; asigna: 1,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Awal.md ;12 ;98 ;8.17 ;,d: 12; t: 4; Ma: 3; ad: 3; i: 2; awal: 2; id: 2; deg: 2; Ad: 2; as: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Afeddix.md ;43 ;220 ;5.12 ;,"d: 20; Ad: 16; i: 10; a: 9; Muḥ,: 4; Muḥ.: 4; deg: 3; yeḥlu: 2; iw.: 2; wissen!: 2",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Ǧǧet-iyi abrid ad εeddiɣ.md ;10 ;101 ;10.10 ;,d: 9; i: 8; ala: 4; Ur: 3; tufiḍ: 3; acu: 3; iw.: 3; iyi: 2; ad: 2; iwumi: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/A Ṛebbi mel-iyi.md ;14 ;106 ;7.57 ;,"d: 12; i: 6; ur: 6; Ma: 5; A: 4; Ṛebbi: 4; mel: 4; iyi,: 4; ad: 4; acu: 3",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Lbiruwat.md ;16 ;157 ;9.81 ;,d: 15; i: 6; ad: 5; tura: 3; Nnan: 2; iyi: 2; n: 2; mi: 2; yi: 2; tt: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Tagmat.md ;27 ;211 ;7.81 ;,d: 16; ad: 7; i: 7; ur: 5; am: 4; Ma: 4; t: 3; id: 3; mi: 3; ara: 3,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Leḥya.md ;9 ;68 ;7.56 ;,"d: 5; i: 2; s: 2; Leḥya: 2; alarmi: 2; n: 2; Nnif: 1; yessawel: 1; leḥya,: 1; leḥya: 1",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Yir arfiq.md ;20 ;150 ;7.50 ;,d: 11; i: 9; as: 5; t: 5; wi: 4; ad: 4; Ur: 3; Anda: 2; n: 2; yufa: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Mḥend.md ;26 ;109 ;4.19 ;,d: 11; i: 3; di: 3; deg: 2; as: 2; ccetwa.: 2; tirni.: 2; t: 2; aɣ: 2; Mḥend: 1,
